Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bkgdID
Valve	GO:0060537	muscle tissue development	3/30	350/13441	0.042307557955911165	0.25784857511123	0.2215455536942666	Cav2/Pmp22/Cav1	3	Acadm/Acta1/Actc1/Acvr1/Parp2/Adra1b/Adrb1/Adrb2/Angpt1/Agt/Ahr/Slc25a4/Apc/Speg/Atg5/Nr2f2/Rhoa/Arntl/Atf3/Bcl2/Bdnf/Bmp2/Bmp4/Bmpr1a/Klf5/Btg2/Cacybp/Capn3/Casp8/Ctnnb1/Cav1/Cav2/Cdk1/Cdc42/Cdk5/Cfl2/Cflar/Col14a1/Col3a1/Cops2/Creb1/Csrp1/Csrp2/Cxadr/Ddx5/Dkk1/Dlg1/Dll1/Dmd/Dsg2/S1pr1/Edn1/Ednra/Efnb2/Egr1/Egr2/Eln/Emd/Eng/Epor/Eya1/Eya2/Fadd/Fgf1/Fgfr1/Fgfr2/Fhl2/Fkbp1a/Foxc2/Foxn2/Flot1/Fos/Fzd7/G6pdx/Gata6/Kat2a/Tsc22d3/Gja1/Gja5/Gjc1/Gli1/Lrp2/Gpc1/Gpx1/Nr3c1/Hdac2/Hdac3/Hdac5/Hdac6/Hey1/Hey2/Hlx/Hmg20b/Hmgcr/Nr4a1/Hoxd10/Hoxd9/Prmt1/Hspg2/Id2/Ifrd1/Igf1/Igf2/Igfbp5/Irx3/Itgb1/Jarid2/Hivep3/Lef1/Lmna/Lox/Lrp6/Ly6e/Smad1/Smad3/Smad4/Smad7/Maff/Nprl3/Mef2a/Mef2c/Mef2d/Meg3/Meis1/Meox2/Met/Foxc1/Msc/Cited2/Sik1/Mtm1/Myc/Myh11/Myl6/Mylpf/Naca/Ncam1/Neb/Nf1/Nfatc3/Nog/Notch1/Nras/Pak1/Pax5/Pdgfra/Pdgfrb/Pim1/Plec/Pln/Pmp22/Ppara/Med1/Ppargc1a/Ppp3ca/Prkar1a/Mapk11/Prox1/Pten/Rara/Rb1/Rbp4/Rbpj/Rgs2/Rgs4/Rxra/Rxrb/Ryr1/S100b/Scx/Sin3b/Six1/Six4/Ski/Skil/Slc8a1/Slc9a1/Sox11/Sox6/Sox8/Sox9/Srf/Tbx1/Tbx2/Tbx3/Tcf7l2/Tgfb1/Tgfb2/Tgfbr1/Tgfbr2/Tgfbr3/Ift88/Tnni3/Tnnt2/Tpm1/Ttn/Twist1/Vegfa/Wnt2/Wnt5a/Yap1/Yy1/Plagl1/Zfand5/Zfpm1/Zfpm2/Grem1/Tenm4/Osr1/Pin1/Sgcb/Sgcd/Map2k4/Mapk1/Mapk14/Psma6/Homer1/Dysf/Tomm70a/Zbtb18/Schip1/Nox4/Sirt6/Hnrnpu/Cntnap1/Usp2/Vamp5/Ddx39b/Dll4/Nphs1/Rcan1/Ift20/Heyl/Hdac7/Nupr1/Pdlim5/Ybx3/Gsk3b/Ankrd2/Mtor/Mbnl1/Med20/Bin3/Cdon/Efemp2/Myoz1/Jph2/Sap30/Ube4b/Sav1/Popdc2/Sirt2/Tsc1/Snw1/Hamp2/Luc7l/Ddx17/Uqcc2/Pkp2/Ctdp1/Akirin1/Dipk2a/Ptcd2/Gtf3c5/Zfp689/Usp19/Fbxo22/Rps6kb1/Ndufv2/Ccnt2/Cby1/Nebl/Pi16/Gpcpd1/Atg7/Selenon/Akap13/Nln/2810429I04Rik/Arid2/Heg1/Bcl9/Myh10/Hdac9/Bcl9l/Hamp/Sirt1/Arid1a/Tiparp/Adamts9/Maml1/Cdk20/Prkaa1/Trip10/Mylk/Ankrd1/Cenpf/Camk2d/Foxp1/Fdps/Egln1/Foxp2/Boc/Dicer1/Ripor2/Hdac4/Nrg1/Mylk3/Spg11/Myl6b/Flcn/Kdm6b/Arrb2/Hlf/Rarb/Poglut1/Lemd2/Svil/Alpk2/Pgm5/Mettl8/Ccm2l/Zmpste24/Cyp26b1/Vgll4/Lncpint/Zfp418/Sorbs2/Stac3/Mrtfb/Itga8/Dmrta2/Tshz3/AW551984/Ccnb1/Ephb1/Flnb/Smo/Chd7/Frs2/Ep300/Myorg/Ppp1r13l/Nr1d2/Lemd3/Zfp950/Mettl21c/Bvht/Gsk3a/Rbm24
Valve	GO:0002706	regulation of lymphocyte mediated immunity	2/30	147/13441	0.04232241942073	0.25784857511123	0.2215455536942666	Mr1/H2-T23	2	Ager/Ahr/Gfer/Ap1g1/B2m/Bcl6/C3/Cd1d1/Cd24a/Cd28/Cd81/Ccr2/Cr2/Crk/Cr1l/Cd55/Dpp4/Fadd/Fcer1g/Fcer2a/Fcgr2b/Il4i1/Fut7/Fzd5/Gata3/Lilrb4a/H2-D1/H2-K1/H2-M2/H2-M3/H2-M9/H2-Q10/H2-Q4/H2-Q7/H2-T22/H2-T23/H2-T24/Mr1/Ptpn6/Hfe/Foxj1/Hmgb1/Hspa8/Hspd1/Igf2/Il18/Il18rap/Il1b/Il1r1/Il2/Il6/Il7r/Lag3/Lamp1/Lgals9/Xcl1/Lta/Smad7/Cd46/Mlh1/Msh2/P2rx7/Prkcz/Pms2/Pnp/Ppp3cb/Ptprc/Nectin2/Rasgrp1/Serpinb9b/Serpinb9/Spn/Stat5a/Stat5b/Stat6/Supt6/Tap1/Tap2/Tgfb1/Tnf/Tnfrsf1b/Cd40/Traf2/Traf6/Tfrc/Vav1/Was/Ceacam1/Map3k7/Slamf1/Trp53bp1/Slamf6/Il27ra/Rif1/Pvr/Stx7/Crtam/Paxip1/Ripk3/Raet1d/Clcf1/Rsad2/Ndfip1/Exosc3/Pagr1a/Trpm4/Tnfsf13/Clec12b/Mad2l2/Aplf/Shld1/Vsir/Sash3/Shld2/Clec4g/Ulbp1/Gimap3/Il23a/Trem2/Clec2d/Susd4/Slc15a4/Pik3r6/Dusp22/Nckap1l/Fbxo38/Nsd2/H2-Q6/Il20rb/Arid5a/Nlrp3/Arrb2/Thoc1/Cd226/Kmt5b/Hmces/Kmt5c/Parp3/Atad5/H2-M5/Malt1/Nod2/Zbtb1/Gimap5/Dennd1b/Raet1e/Shld3
Valve	GO:0045216	cell-cell junction organization	2/30	149/13441	0.04336734727541814	0.25784857511123	0.2215455536942666	Pmp22/Cav1	2	Ace/Actb/Actg1/Adam10/Add1/Agt/Rhoa/Rhoc/Arvcf/Bmp6/Ctnna1/Ctnnb1/Ctnnd1/Cav1/Cd9/Cdc42/Cdh11/Cdh2/Cdh5/Cdh6/Patj/Cldn1/Cldn4/Cldn5/Csf1r/Csk/Cxadr/Dlg1/Dsg2/Ect2/Efnb2/Epb41l3/Epha2/Epha4/Ephb2/Ext1/F2r/F2rl1/Fscn1/Fzd5/Gja1/Gja5/Gjc1/Gnpat/Hipk1/Ikbkb/Il1b/Irx3/Itgb1/F11r/Jup/Kifc3/Smad3/Smad7/Afdn/Mpdz/Mpz/Myo1c/Nf2/Numb/Numbl/Cldn11/Pdcd6ip/Pecam1/Prkaca/Prkca/Prkch/Prkci/Plec/Pmp22/Prtn3/Rac1/Rdx/Rock1/Rock2/Snai2/Snai1/Srf/Tgfb1/Tgfb2/Tgfb3/Tgfbr1/Tjp1/Tjp2/Tnf/Ugt8a/Vcl/Vegfa/Wdr1/Aplnr/Ceacam1/Tjp3/Cntnap1/Nphp1/Lsr/Ramp2/Hdac7/Pkp3/Pard6a/Cldn13/Nectin1/Cldn15/Actn4/Trpv4/Perp/Svep1/Pkp2/Rab13/Esam/Camsap3/Ace2/Dlg5/Cldn34c1/Marveld3/Whrn/Specc1l/Mpp7/Ocel1/Heg1/Nedd4l/Jam3/Pard3/Cdh22/Ptpn23/Tbcd/Pkn2/Shroom2/Lims1/Kirrel/Flna/Grhl1/Mtss1/Ccm2/Flcn/Fbf1/Marveld2/Fermt2/Pak2/Lims2/Pkp4/Micall2/Dchs1/Plekha7/Cdh24/Cldn19/Nphp4/Nfasc/Abi2/Zfp703
Valve	GO:0002418	immune response to tumor cell	1/30	20/13441	0.04373583351840038	0.25784857511123	0.2215455536942666	Mr1	1	Adam15/Ahr/Cd24a/Il4i1/Mr1/Hmgb1/Hspd1/Xcl1/Prf1/Nectin2/Cd40lg/Ceacam1/Pvr/Crtam/Gsdme/Cd274/Nkg7/Ulbp1/Fbxo38/Cd226
Valve	GO:0030878	thyroid gland development	1/30	20/13441	0.04373583351840038	0.25784857511123	0.2215455536942666	Thra	1	Edn1/Ednra/Hhex/Hoxa3/Hoxa5/Hoxb3/Hoxd3/Smad3/Six1/Srf/Tbx1/Thra/Map2k1/Map2k2/Mapk1/Mapk3/Braf/Raf1/Rap1gap/Duox2
Valve	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	1/30	20/13441	0.04373583351840038	0.25784857511123	0.2215455536942666	Cav1	1	Bcl3/Cav1/Socs3/Socs1/Dab1/Hgs/Irf1/Sh2b3/Nf2/Ptpn2/Ptprd/Pibf1/Sac3d1/Adipor1/Traf3ip1/Inpp5f/Socs2/Ggnbp2/Leprot/Parp14
Valve	GO:0086005	ventricular cardiac muscle cell action potential	1/30	20/13441	0.04373583351840038	0.25784857511123	0.2215455536942666	Cav1	1	Cacna1c/Cav1/Dlg1/Dsc2/Dsg2/Gja5/Jup/Kcnh2/Kcnj8/Kcnq1/Scn5a/Snta1/Bin1/Kcne3/Kcne4/Pkp2/Trpm4/Ank2/Scn3b/Gpd1l
Valve	GO:0140058	neuron projection arborization	1/30	20/13441	0.04373583351840038	0.25784857511123	0.2215455536942666	Taok2	1	Macf1/Dlg4/Dvl1/Fzd4/Lrp2/Afdn/Mov10/Nrp1/Ptn/Rock1/Sema3a/Tpbg/Wnt5a/Lrrk2/Map3k13/Mfsd2a/Ntng1/Phactr1/Myo9a/Taok2
Valve	GO:1990776	response to angiotensin	1/30	20/13441	0.04373583351840038	0.25784857511123	0.2215455536942666	Cav1	1	Agt/Agtr1a/Agtrap/Camk2a/Capn1/Car2/Cav1/Col3a1/Hsf1/Nfe2l2/Nfkb1/Prkcd/Rac1/Rela/Rock1/Rock2/Src/Slc26a6/Ahcyl1/Rap1gds1
Valve	GO:1901615	organic hydroxy compound metabolic process	3/30	358/13441	0.044750869120597135	0.25784857511123	0.2215455536942666	Acer3/Pmp22/Duoxa2	3	Abca1/Abca2/Abcg1/Acadl/Acadvl/Aco2/Chrnb2/Adcyap1r1/Adh1/Adh5/Agtr1a/Alpl/Aldh2/Aldh3a2/Akr1b3/Alox15/Aplp2/Apoa1/Apoa2/Apoc1/Apoe/App/Asah1/Atp2b2/Atp7a/Bcl2/Bmp2/Bmp6/Cat/Cebpa/Ch25h/Chka/Clcn2/Comt/Crym/Ctsb/Ctsk/Ctsl/Cyp1a1/Cyp1b1/Cyp26a1/Cyp51/Cyp7b1/Dab2/Pcbd1/Dct/Ddc/Ddt/Dhcr7/Dhfr/Dpagt1/Dpm1/Dpm2/Ebp/Opn3/Ednra/Ednrb/Epas1/Ephx1/Ephx2/Fah/Fdft1/Fdx1/Fdxr/Fech/Fgf1/Fgfr1/Fmo5/G6pdx/Slc37a4/Gata3/Gba/Gch1/Gpd1/Gfi1/Galk1/Hagh/Got1/Lpcat3/Gk/Hsd17b10/Hdc/Htt/Hif1a/Hmgcr/Hmgcs2/Lipc/Hpn/Hprt/Hsd11b2/Hsd17b1/Hsd17b7/Idh1/Idh3g/Inpp1/Inpp5b/Inppl1/Itgam/Kit/Kl/Lcat/Ldha/Ldhb/Ldlr/Lepr/Lipa/Lipe/Lrp1/Lrp5/Lss/Ly6e/Amacr/Maoa/Rdh11/Mecp2/Mt3/Mttp/Mvk/Myo5a/Ndufs4/Nfe2l1/Nfkb1/Cd244a/Npc1/Npr1/Nsdhl/Nr4a2/Pctp/Pde1b/Per2/Pfkfb2/Pla2g4a/Plcb1/Plcb3/Plcd1/Plcg1/Pltp/Pmp22/Por/Plpp1/Med1/Inpp5k/Prox1/Ptafr/Pten/Pth1r/Ptk2b/Pts/Abcd3/Pex2/Rbp1/Rbp4/Rdh16/Reln/Rest/Dhrs3/Scp2/Sord/Pmel/Slc16a2/Slc1a1/Snai2/Smpd1/Snai1/Soat1/Sod1/Sphk1/Spr/Sptlc2/Sqle/Scarb1/Srebf1/Srebf2/Star/Sult1a1/Synj2/Tgfb2/Thrb/Tnf/Tpi1/Trp53/Trpc1/Tyr/Vhl/Vldlr/Wnt4/Wnt5a/Bpnt1/Zeb2/Nr5a2/Slc7a11/Cln8/Dysf/Ip6k1/Tpk1/Angptl3/Ttpa/Dkk3/Plpp2/Prkn/Nus1/Ldhd/Insm1/Slc5a3/Sult2b1/Cpq/Asah2/Atp8b1/Impa1/Cyp39a1/Plek/Gde1/Nudt3/Mtch2/Cyp2d22/Mbtps1/Sphk2/Pnkd/Pdxp/Park7/Srd5a3/Cacna1h/Nudt11/Erg28/Slco1c1/Akr1a1/Inpp5e/Vps35/Cubn/Lima1/Acer3/Msmo1/Dhrs7/Gdpd1/Duoxa2/Pgp/Naaa/Dhdds/Retsat/Dgat2/Sec14l2/Idh3a/Sncaip/Gipc1/Plpp3/Npc2/Ebpl/Mogat1/Pmvk/Gdpd3/Arv1/Haghl/Ipmk/Ttc39b/Degs2/Nudt4/Isyna1/Coq2/Cyb5r1/Cyp4f18/Pcbd2/Appl1/Insig2/Tm7sf2/Mfsd12/Pank2/Pck2/Dhcr24/Ippk/Rapgef2/Lmf1/Ip6k2/Cln6/Gper1/Mtmr2/Rdh12/Sgpp1/Ctns/Sirt1/Lbr/Rdh10/Ldlrap1/H6pd/Hsd3b7/Nudt10/Pnpo/Synj1/Cyp27a1/Ces1d/Sptssa/Rdh14/Akr1c14/Abhd4/Thtpa/Prkaa1/Prkaa2/Slco4a1/Npy/Maob/Cyb5r3/Glo1/Fdps/Qdpr/Dgkq/Hdlbp/Pecr/Acaa1a/Slc5a5/Impa2/Stard4/Idh3b/Apobr/Mvd/Hmgcs1/Inpp5a/Duoxa1/Duox2/Pdxk/Nr1d1/Abca5/Itpk1/Gcnt4/Pip4p1/Btbd9/Tkfc/Myof/Erlin1/Ppip5k2/Coq3/Gba2/Acer2/Insig1/Cyp26b1/Itpkc/Cbr4/Inpp4b/Plcg2/Sc5d/Gk5/Scap/Acaa1b/Aoc2/Napepld/Tsku/Cyp2r1/Erlin2/Sptlc1/Abat/Idh2/Ip6k3/Slc24a5/Tigar/Grk3/Itpkb/Ocrl/Ppip5k1/Mrs2/Adh6b
Valve	GO:0002026	regulation of the force of heart contraction	1/30	21/13441	0.04587337356716337	0.25784857511123	0.2215455536942666	Cav1	1	Adm/Adra1b/Adrb1/Adrb2/Atp1a1/Atp2a2/Cav1/Gaa/Myl4/Nos3/Prkca/Pln/Slc8a1/Slc9a1/Pebp1/Apln/Glrx3/Atp1a2/Grk2/Pde5a/Atp2b4
Valve	GO:0002834	regulation of response to tumor cell	1/30	21/13441	0.04587337356716337	0.25784857511123	0.2215455536942666	Mr1	1	Ahr/Calm1/Calm2/Calm3/Cd24a/Il4i1/Mr1/Hmgb1/Hspd1/Xcl1/Nectin2/Cd40lg/Ceacam1/Pvr/Crtam/Gsdme/Cd274/Dapk1/Ulbp1/Fbxo38/Cd226
Valve	GO:0046782	regulation of viral transcription	1/30	21/13441	0.04587337356716337	0.25784857511123	0.2215455536942666	Ubp1	1	Dhx9/Mdfic/Notch1/Pfn1/Trim27/Sp100/Trim21/Tarbp2/Ubp1/Zfp36/Mid2/Map3k1/Larp7/Trim62/Trim32/Trim14/Trim8/Trim11/Hexim1/Rsf1/Trim65
Valve	GO:0099560	synaptic membrane adhesion	1/30	21/13441	0.04587337356716337	0.25784857511123	0.2215455536942666	Taok2	1	Sparcl1/Efna5/Epha3/Gpc4/Il1rap/Nrxn1/Ptprd/Ptprf/Ptprs/Gpc6/Mapk14/Magi2/Flrt3/Ntng1/Lrrc4/Nrg1/Pcdh17/Lrfn4/Lrfn3/Mdga2/Taok2
Valve	GO:2000209	regulation of anoikis	1/30	21/13441	0.04587337356716337	0.25784857511123	0.2215455536942666	Cav1	1	Bcl2/Bcl2l1/Cav1/Ptk2/Tle5/Itga5/Itgb1/Mcl1/Sik1/Notch1/Ntrk2/Mybbp1a/Pik3ca/Snai2/Src/Tle1/Pdk4/Chek2/Brms1/Ptrh2/Ankrd13c
Valve	GO:0042594	response to starvation	2/30	154/13441	0.046021932928329075	0.25784857511123	0.2215455536942666	Gabarapl1/Hnrnpl	2	Acadm/Atg5/Atf2/Atf3/Atf4/Bcl2/Cdkn1a/Comt/Ddit3/Dsc2/Eif2s1/Eif2ak3/Eif4ebp1/Fas/Gas6/Gba/Glul/Hspa5/Hfe/Hnrnpl/Eif2ak1/Ifi204/Impact/Jun/Lamp2/Nprl3/Foxk1/Sik1/Nfe2l2/Mybbp1a/Pick1/Pik3c2a/Prkd1/Ppara/Prkag1/Eif2ak2/Xpr1/Slc2a1/Srebf1/Srebf2/Suv39h1/Tcf7l2/Tfeb/Klf10/Trp53/Ulk1/Wnt9b/Wnt4/Wrn/Xbp1/Zfp36/Map3k5/Mapk1/Mapk3/Mapk8/Asns/Eif2ak4/Pdk4/Tbl2/Ulk2/Rragd/Wipi1/Rragc/Wdr45/Sh3glb1/Nprl2/Becn1/Higd1a/Foxo1/Foxo3/Gabarap/Mtor/Gabarapl1/Jmy/Angptl4/Pmaip1/Rnase4/Ralb/Dnajc15/Atg4b/Lrrk2/Map1lc3a/Wdr45b/Map1lc3b/Cpeb4/Rraga/Foxk2/Nupr1l/Kptn/Fbxo22/Slc39a4/Seh1l/Tbc1d5/Larp1/Nuak2/Atg7/Mtmr3/Rptor/Clec16a/Pck2/Wipi2/Pik3r4/Ripor1/Sesn3/Slc38a3/Fads1/Mfsd2a/Dapl1/Nuak1/Gas2l1/Gabarapl2/Sirt1/Itfg2/Bmt2/Rrp8/Prkaa1/Lars/Prkaa2/Prkag2/Ehmt2/Sesn1/Usp33/Bmf/Bcas3/Eif2b1/Fnip1/Flcn/Zfyve1/Vps41/Ttc5/Stk24/Dap/Pik3c3/Ifi207/Eif2a/Szt2/Zc3h12a/Sesn2/Gcn1/Tnrc6a/Sik2/Lrp11/Pik3c2b/Nim1k/Mios/Wdr24/Depdc5/Wdr59/Rnf152/Cadps2/Brsk1/Fcor/Atg14/Ifi206
Valve	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2/30	155/13441	0.046559995143737265	0.25784857511123	0.2215455536942666	Mr1/H2-T23	2	Ada/Ager/Ahr/B2m/Bcl6/C3/Cd1d1/Cd24a/Cd28/Cd4/Cd81/Ccr2/Ccr7/Cr2/Cr1l/Cd55/Dpp4/Ephb2/Fadd/Fcer1g/Fcer2a/Fcgr2b/Il4i1/Fut7/Fzd5/Gata3/Lilrb4a/H2-Ab1/H2-D1/H2-K1/H2-M2/H2-M3/H2-M9/H2-DMa/H2-Q10/H2-Q4/H2-Q7/H2-T22/H2-T23/H2-T24/Mr1/Ptpn6/Hfe/Foxj1/Hlx/Hmgb1/Hspa8/Hspd1/Il12rb1/Il18/Il1b/Il1r1/Il2/Il4ra/Il6/Il7r/Irf1/Jak3/Loxl3/Anxa1/Xcl1/Lta/Smad7/Cd46/Mef2c/Mlh1/Msh2/Slc11a1/P2rx7/Prkcq/Prkcz/Pla2g4a/Pms2/Pnp/Ppp3cb/Ptprc/Nectin2/Spn/Stat6/Supt6/Tap2/Tgfb1/Tnf/Tnfaip3/Tnfrsf1b/Cd40/Traf2/Traf6/Tfrc/Was/Zbtb7b/Ccl19/Tnfsf13b/Map3k7/Slamf1/Trp53bp1/Il27ra/Rif1/Pvr/Stx7/Otud5/Paxip1/Socs5/Ripk3/Clcf1/Rsad2/Cd274/Ndfip1/Exosc3/Pagr1a/Trpm4/Tnfsf13/Mad2l2/Tnfrsf13c/Aplf/Shld1/Vsir/Sash3/Shld2/Clec4g/Il33/Nfkbiz/Gimap3/Il23a/Trem2/Susd4/Slc15a4/Dusp22/Nckap1l/Fbxo38/Nsd2/H2-Q6/Ripk2/Il20rb/Arid5a/Nlrp3/Thoc1/Cd226/Kmt5b/Zc3h12a/Hmces/Kmt5c/Parp3/Atad5/H2-M5/Malt1/Nfkbid/Nod2/Zbtb1/Gimap5/Rc3h2/Pkn1/Dennd1b/Rc3h1/Shld3
Valve	GO:0007179	transforming growth factor beta receptor signaling pathway	2/30	157/13441	0.04764316495521798	0.25784857511123	0.2215455536942666	Cav2/Cav1	2	Acvr1/Acvrl1/Adam17/Adam9/Parp1/Axin1/Bmp2/Bmp8a/Cav1/Cav2/Cdh5/Cdkn1c/Cdkn2b/Cidea/Cldn5/Col3a1/Col1a2/Creb1/Crebbp/Dab2/Dnm2/Eng/Ptk2/Fbn1/Fbn2/Fos/Usp15/Gcnt2/Gdnf/Got1/Hspa5/Hipk2/Hpgd/Hsp90ab1/Itga3/Itgb5/Jun/Lats1/Lox/Zbtb7a/Lrp1/Ltbp3/Smad1/Smad2/Smad3/Smad4/Smad5/Smad6/Smad7/Men1/Cited2/Fam89b/Nlk/Furin/Pml/Ppara/Pparg/Ppm1a/Ptprk/Pxn/Ccl2/Glg1/Spi1/Ski/Skil/Src/Stat3/Stk11/Strap/Zeb1/Tgfb1/Tgfb1i1/Tgfb2/Tgfb3/Tgfbr1/Tgfbr2/Tgfbr3/Thbs1/Trp53/Usp9x/Xbp1/Zyx/Dand5/Pin1/Spry1/Spry2/Zeb2/Map3k1/Map3k7/Nrep/Lats2/Ldlrad4/Sdcbp/Fut8/Htra1/Stub1/Snx1/Chst11/Pmepa1/Twsg1/Smurf2/Snw1/Tab1/Aspn/Pbld2/1700037H04Rik/Gipc1/Bambi/Pbld1/Rasl11b/Ing2/Prdm16/Snx6/Veph1/Appl1/Smurf1/Dcp1a/Lrg1/Adamtsl2/Htra3/Bcl9l/Sirt1/Rnf111/Trim33/Zfp451/Emilin1/Spred3/Snx25/Dusp22/Lpxn/Ltbp4/Npnt/Spred1/Spred2/Slc2a10/Peg10/Mtmr4/Il17rd/Wfikkn1/Appl2/Flcn/Arrb2/Fermt2/Nrros/Zfyve9/Itga8/Tsku/Vasn/Ltbp1/Itgb8/Zmiz1/Ep300/Zfp703/Lemd3/Eid2/Lrrc32/Tgfbr3l
Valve	GO:0006907	pinocytosis	1/30	22/13441	0.04800629449063454	0.25784857511123	0.2215455536942666	Cav1	1	Ankfy1/Cav1/Cdc42/Cln3/Dab2/Dnm2/Mapkapk2/Ppt1/Tsc2/Nr1h3/Nr1h2/Axl/Actn4/Pycard/Carmil1/Snx5/Appl1/Dock2/Ehd4/Mapkapk3/Appl2/Snx33
Valve	GO:0032288	myelin assembly	1/30	22/13441	0.04800629449063454	0.25784857511123	0.2215455536942666	Pmp22	1	Abca2/Cd9/Epb41l3/Ercc2/Gnpat/Gpc1/Ilk/Pikfyve/Pmp22/Prx/Ugt8a/Tenm4/Tlr2/Cntnap1/Tppp/Ckap5/Mtmr2/Fig4/Dicer1/Itgb4/Ncmap/Nfasc
Valve	GO:1904893	negative regulation of receptor signaling pathway via STAT	1/30	22/13441	0.04800629449063454	0.25784857511123	0.2215455536942666	Cav1	1	Bcl3/Cav1/Socs3/Socs1/Dab1/Hgs/Irf1/Sh2b3/Nf2/Pparg/Ptpn2/Ptprd/Pibf1/Sac3d1/Clec12b/Adipor1/Traf3ip1/Inpp5f/Socs2/Ggnbp2/Leprot/Parp14
